id_propiedad,ciudad,barrio,tipo_operacion,tipo_inmueble,precio,superficie_m2,habitaciones,baños,estado,año_construccion,planta,ascensor,terraza,piscina,garaje,trastero,distancia_centro_km,fecha_publicacion
6104,Málaga,La Malagueta,Alquiler,Piso,108004.0,37.3,2.0,2.0,Reformado,2003,Ático,False,,False,True,False,2.74,
6105,Málaga,La Malagueta,Venta,Piso,438771.0,119.0,1.0,2.0,Buen estado,1983,2,True,True,True,True,False,7.09,2025-04-01
6106,Málaga,Pedregalejo,Alquiler,Piso,166052.0,62.5,2.0,1.0,Buen estado,1994,3,True,False,True,True,True,2.86,2025-01-17
6107,Málaga,La Malagueta,Venta,Piso,214957.0,60.3,2.0,3.0,Buen estado,1995,4,True,False,True,False,False,5.54,2024-10-16
6108,Málaga,Pedregalejo,Alquiler,Piso,351414.0,84.1,3.0,1.0,Reformado,1994,5,False,False,False,False,False,3.08,2025-03-27
6109,Málaga,Pedregalejo,Venta, Piso ,185161.0,57.2,1.0,1.0,Buen estado,2001,8,True,False,False,True,False,5.42,2024-10-29
6110,Málaga,Centro,Alquiler,Piso,321862.0,84.7,3.0,1.0,Reformado,1971,2,True,False,False,False,True,4.99,2025-02-22
6111,Málaga,La Malagueta,Venta,Dúplex,374344.0,106.2,3.0,1.0,Buen estado,1976,Ático,True,False,False,True,False,4.68,2025-01-03
6112,Málaga,Pedregalejo,Venta,Ático,342586.0,92.4,7.0,1.0,Buen estado,1999,2,False,False,False,False,False,5.18,2025-01-30
6113, Málaga ,El Palo,Venta,Dúplex,,68.7,2.0,1.0,Buen estado,1959,9,False,True,False,False,False,5.29,2024-12-01
6114,Málaga,Pedregalejo,Venta,Piso,260068.0,67.8,2.0,1.0,Obra nueva,2023,7,True,True,True,True,False,2.6,2024-11-27
6115,Málaga,La Malagueta,Alquiler,Piso,293515.0,75.8,4.0,1.0,Buen estado,1951,6,False,False,False,True,False,5.48,2025-03-06
6116,Málaga,La Malagueta,Venta, Chalet ,120600.0,32.5,1.0,2.0,Buen estado,1981,Bajo,False,True,True,False,True,5.17,2024-11-13
6117,Málaga,El Palo,Venta,Piso,377722.0,105.0,3.0,1.0,Buen estado,1977,4,False,True,True,,True,3.52,2024-11-27
6118,Málaga,Pedregalejo,Alquiler,Estudio,353359.0,98.3,1.0,3.0,Buen estado,1987,9,True,True,False,False,False,,2025-03-28
6119,Málaga,El Palo,Alquiler,Ático,218370.0,66.7,2.0,2.0,Buen estado,1994,7,True,True,False,False,True,4.17,2024-10-26
6120,Málaga,Pedregalejo,Alquiler,Piso,142045.0,47.8,1.0,1.0, Buen estado ,1996,Bajo,True,False,True,False,False,7.01,2025-01-08
6121,Málaga,La Malagueta,Venta,Piso,261949.0,82.4,1.0,2.0,Buen estado,2000,8,True,True,False,False,False,5.37,2025-02-02
6122,Málaga,La Malagueta,Venta,Dúplex,156287.0,48.4,2.0,1.0,A reformar,1999,Bajo,False,True,False,False,False,7.22,2025-02-07
6123,Málaga,La Malagueta,Alquiler,Piso,226968.0,92.7,2.0,1.0,Obra nueva,2019,1,True,,False,False,False,6.74,2024-11-11
6124,Málaga,El Palo,Alquiler,Ático,192076.0,54.1,3.0,1.0,Buen estado,1992,1,False,False,False,False,False,5.6,2024-12-27
6125,Málaga,Pedregalejo,Venta,Chalet,,,1.0,1.0,Buen estado,1980,7,True,False,False,False,True,3.74,2025-03-29
6126,Málaga,Pedregalejo,Venta,Dúplex,281138.0,82.4,3.0,1.0,Buen estado,1968,8,True,,False,False,False,4.11,2024-11-16
6127,Málaga,El Palo,Venta,Piso,389439.0,117.4,3.0,3.0,Buen estado,2002,7,False,True,False,False,False,5.98,2024-11-16
6128,Málaga,La Malagueta,Venta,Estudio,,,,1.0,Buen estado,1982,2,True,False,False,True,False,4.34,2024-11-09
6129,Málaga,Pedregalejo,Venta,Piso,200593.0,62.6,3.0,,A reformar,1985,5,True,False,True,False,False,4.87,2025-03-03
6130,Málaga,El Palo,Alquiler,Piso,192224.0,61.9,2.0,,Buen estado,1988,5,True,False,False,False,True,6.18,2025-03-16
6131,Málaga,El Palo,Alquiler, Piso ,250430.0,68.0,3.0,1.0,Buen estado,1985,9,True,False,False,False,True,3.45,2024-10-16
6132,Málaga,La Malagueta,Venta,Piso,,,5.0,1.0,Reformado,1966,8,True,False,False,True,False,5.08,2025-02-23
6133,Málaga,Centro,Alquiler, Ático ,274757.0,80.4,4.0,3.0,Reformado,1999,4,True,False,False,False,False,4.2,2024-10-26
6134,Málaga,El Palo,Venta,Piso,204585.0,47.7,6.0,1.0,Obra nueva,2020,1,True,False,True,True,False,3.47,2024-12-04
6135,Málaga,Centro,Venta,Piso,271604.0,71.4,2.0,1.0,Buen estado,2007,7,False,True,True,False,False,3.04,2025-03-24
6136,Málaga,Pedregalejo,Venta,Dúplex,297330.0,81.3,4.0,1.0,Buen estado,1967,Ático,True,False,True,False,False,5.34,2025-02-24
6137,Málaga,Pedregalejo,Alquiler,Piso,296593.0,81.9,1.0,1.0,Buen estado,1986,1,True,True,False,False,True,3.38,2024-12-25
6138,Málaga,Pedregalejo,Venta,Estudio,298613.0,81.1,2.0,1.0,Reformado,1967,2,,True,True,True,True,4.55,2024-12-11
6139,Málaga,El Palo,Venta,Piso,204788.0,66.2,3.0,1.0,Buen estado,1992,7,True,False,False,False,True,5.14,2024-11-23
6140,Málaga,El Palo,Alquiler,Piso,441260.0,112.1,,4.0,Reformado,1963,4,True,False,False,True,False,7.01,2025-04-03
6141, Málaga ,La Malagueta,Venta,Dúplex,238902.0,54.7,1.0,1.0,Reformado,2005,Ático,True,False,True,True,True,2.91,2025-02-27
6142,Málaga,Pedregalejo,Alquiler,Piso,156573.0,36.1,3.0,1.0,Buen estado,1995,4,True,True,True,False,False,7.89,2025-01-19
6143,Málaga,La Malagueta,Venta,Ático,290798.0,91.4,1.0,1.0,Buen estado,2009,3,False,False,False,False,True,2.58,2024-12-23
6144,Málaga,La Malagueta,Alquiler,Ático,277676.0,74.8,1.0,1.0,Buen estado,1997,6,False,False,False,False,True,4.89,2025-01-31
6145,Málaga,Pedregalejo,Alquiler,Piso,,69.9,5.0,1.0,Reformado,1979,8,,True,False,False,False,6.01,2025-03-30
6146,Málaga,El Palo,Venta,Estudio,196908.0,47.8,1.0,1.0,Reformado,1983,5,True,False,True,True,True,5.34,2025-02-22
6147,Málaga, Pedregalejo ,Venta,Estudio,203175.0,58.7,1.0,1.0,A reformar,1992,1,True,True,False,True,False,2.53,2024-10-22
6148,Málaga,El Palo,Venta,Ático,266685.0,77.3,3.0,1.0,Buen estado,1979,2,True,True,False,False,True,3.41,2025-01-26
6149,Málaga,Pedregalejo,Alquiler,Piso,101302.0,36.6,3.0,2.0,Buen estado,1984,Ático,False,True,False,False,,4.51,2025-03-06
6150,Málaga,El Palo,Venta,Ático,201266.0,62.0,4.0,1.0,Buen estado,1990,7,True,False,True,False,True,,2024-10-22
6151,Málaga,Centro,Alquiler,Piso,532949.0,135.4,1.0,1.0,Buen estado,2020,1,True,,True,True,False,2.46,2025-01-27
6152,Málaga,Pedregalejo,Venta,Estudio,272627.0,71.0,3.0,1.0,Buen estado,1995,2,,True,,False,False,3.83,2024-12-14
6153,Málaga,La Malagueta,Alquiler,Piso,559348.0,139.0,3.0,3.0,Buen estado,2015,7,True,False,False,True,True,6.57,2024-10-09
6154,Málaga,Pedregalejo,Venta,Estudio,,73.0,3.0,1.0,Buen estado,2009,5,True,False,False,True,False,4.61,
6155,Málaga,El Palo,Venta,Dúplex,148237.0,45.5,8.0,1.0,Buen estado,2004,6,True,False,False,False,,6.53,2025-04-05
6156,Málaga,La Malagueta,Alquiler,Dúplex,373593.0,94.3,2.0,1.0,Obra nueva,2019,Ático,False,True,False,True,False,6.22,2024-11-18
6157,Málaga,El Palo,Alquiler,Chalet,241157.0,63.2,6.0,1.0,Obra nueva,2018,2,True,False,False,True,False,1.9,2025-01-10
6158,Málaga,El Palo,Alquiler,Chalet,150381.0,55.7,1.0,1.0,A reformar,2004,2,True,True,False,False,False,2.47,2024-12-11
6159,Málaga,Centro,Venta,Dúplex,380635.0,103.2,1.0,1.0,Buen estado,1980,8,True,False,False,False,False,6.09,2025-03-05
6160,Málaga,Pedregalejo,Alquiler,Piso,343375.0,85.3,3.0,1.0,Buen estado,1978,4,False,False,False,True,False,4.08,2024-11-24
6161,Málaga,Pedregalejo,Alquiler,Piso,371653.0,98.3,4.0,1.0,Buen estado,1983,8,,False,True,True,False,6.54,2024-10-09
6162,Málaga,Pedregalejo,Alquiler,Dúplex,322986.0,104.2,1.0,1.0,Buen estado,1958,Ático,False,True,True,False,True,6.34,2025-03-13
6163,Málaga,Centro,Venta,Piso,231137.0,69.4,3.0,1.0,Buen estado,1971,4,True,True,True,True,False,3.43,2024-10-27
6164,Málaga,La Malagueta,Alquiler, Piso ,399011.0,106.8,4.0,2.0,Buen estado,1960,2,True,,False,False,False,7.01,2025-03-08
6165,Málaga,Pedregalejo,Venta,Ático,303090.0,70.1,1.0,2.0,Buen estado,1991,Ático,True,False,False,False,False,3.28,2025-03-12
6166,Málaga,El Palo,Alquiler,Dúplex,250716.0,62.5,2.0,1.0,Obra nueva,2018,7,True,True,True,False,True,3.49,
6167,Málaga,El Palo,Venta, Piso ,246250.0,68.7,2.0,4.0,Reformado,1982,1,True,False,False,False,False,4.74,2024-12-19
6168,Málaga,La Malagueta,Venta,Piso,,79.9,3.0,1.0,A reformar,1987,4,False,False,False,True,False,5.04,2025-03-09
6169,Málaga,Centro,Alquiler,Estudio,303615.0,73.4,2.0,1.0,A reformar,1988,4,True,True,False,False,False,4.49,2024-11-28
6170,Málaga,El Palo,Venta,Piso,270805.0,94.0,1.0,4.0,Obra nueva,2021,3,True,True,False,True,True,4.13,2025-02-14
6171,Málaga,El Palo,Venta,Ático,117698.0,52.6,1.0,1.0,Reformado,1970,7,True,False,False,,,4.81,2025-02-11
6172,Málaga,Pedregalejo, Alquiler ,Estudio,249029.0,75.1,3.0,1.0,Buen estado,1971,5,False,False,False,False,False,4.84,2025-02-14
6173,Málaga,El Palo,Venta,Piso,273217.0,98.0,3.0,2.0,Buen estado,1965,8,True,True,False,True,False,5.66,2025-02-13
6174,Málaga,Pedregalejo,Venta, Piso ,295077.0,70.8,1.0,1.0,Buen estado,1954,3,False,False,,True,False,5.35,2025-03-18
6175,Málaga,Centro,Venta,Estudio,304698.0,92.3,3.0,2.0,Buen estado,1985,8,True,True,False,False,False,5.05,2025-02-06
6176,Málaga,La Malagueta,Venta, Estudio ,328500.0,86.8,1.0,1.0,Buen estado,1982,2,True,False,False,True,False,5.31,2024-10-30
6177,Málaga,La Malagueta, Venta ,Estudio,318212.0,82.4,1.0,1.0,Buen estado,1976,9,True,False,False,False,False,4.24,2025-02-20
6178,Málaga,La Malagueta,Venta,Piso,458974.0,126.9,5.0,1.0,Buen estado,1971,7,False,False,False,True,False,3.36,2025-04-05
6179,Málaga,Centro,Venta,Chalet,327008.0,75.6,1.0,1.0,Buen estado,1961,Bajo,False,False,,False,False,4.05,2024-12-22
6180,Málaga,Pedregalejo,Alquiler,Piso,244970.0,84.7,1.0,2.0,Obra nueva,2021,7,True,False,False,False,True,0.84,2025-02-09
6181,Málaga,Centro,Venta,Dúplex,173044.0,46.0,4.0,1.0,Buen estado,1993,7,True,True,True,True,False,2.93,2025-03-24
6182,Málaga,El Palo,Venta,Piso,424651.0,107.3,4.0,1.0,Buen estado,1992,9,True,False,False,True,False,7.1,2024-12-07
6183,Málaga,Centro,Alquiler,Piso,154644.0,43.8,1.0,1.0, Obra nueva ,2020,5,True,False,True,True,True,,2025-01-29
6184,Málaga,El Palo,Venta,Dúplex,296119.0,72.8,1.0,1.0,Buen estado,1969,7,False,True,,True,True,5.78,2025-01-19
6185,Málaga,Pedregalejo,Alquiler,Estudio,203989.0,49.9,1.0,1.0,Buen estado,1998,4,True,False,,True,False,6.54,2025-02-09
6186,Málaga,El Palo,Venta,Piso,281681.0,75.1,5.0,1.0,Buen estado,1971,Ático,True,False,False,True,False,5.65,2025-01-04
6187,Málaga,La Malagueta,Venta,Piso,286770.0,80.6,5.0,2.0,Reformado,1968,2,True,False,True,False,False,4.3,2024-10-27
6188,Málaga,El Palo,Venta,Piso,311892.0,80.1,3.0,1.0,Buen estado,1993,8,True,False,False,True,False,4.83,2025-02-12
6189,Málaga,La Malagueta,Venta,Piso,325427.0,104.7,1.0,,A reformar,1996,7,False,True,True,True,False,1.63,2025-01-09
6190,Málaga,Pedregalejo,Alquiler,Piso,184613.0,70.3,2.0,1.0,Buen estado,1970,1,True,False,False,False,True,5.29,2025-04-02
6191,Málaga,Pedregalejo,Venta,Piso,256949.0,74.6,,1.0,Buen estado,1966,9,False,False,False,False,False,6.77,2025-02-23
6192,Málaga,El Palo, Alquiler ,Piso,272400.0,91.4,1.0,1.0,Buen estado,1995,Ático,True,True,False,False,True,8.13,2024-12-18
6193,Málaga,Centro,Venta,Dúplex,369864.0,90.8,3.0,1.0,Buen estado,2009,6,True,True,False,False,False,2.7,2025-01-27
6194,Málaga,La Malagueta,Venta,Piso,338109.0,88.1,3.0,2.0,Obra nueva,2018,4,True,True,True,True,True,4.87,2024-12-11
6195,Málaga,Centro,Venta,Piso,255633.0,71.6,3.0,1.0,Buen estado,2004,9,False,True,,True,False,3.38,2024-12-09
6196,Málaga, La Malagueta ,Alquiler,Ático,343157.0,87.8,4.0,1.0,Buen estado,1983,1,False,False,False,False,False,4.57,2025-02-16
6197,Málaga,Pedregalejo,Venta,Piso,,,1.0,1.0,Buen estado,2016,8,False,False,False,False,False,3.76,2024-12-30
6198,Málaga,Pedregalejo,Venta,Piso,378649.0,92.5,2.0,1.0,Buen estado,2001,4,False,False,False,True,False,8.5,2025-01-08
6199,Málaga,La Malagueta,Venta,Piso,276729.0,89.7,5.0,1.0,Buen estado,1977,3,False,False,False,False,False,6.81,2025-01-22
6200,Málaga,El Palo,Alquiler,Piso,295188.0,86.8,2.0,1.0,Obra nueva,2022,3,True,True,False,True,False,7.55,2024-12-29
6201,Zaragoza,Centro,Alquiler,Chalet,313591.0,102.1,,1.0,Reformado,1993,3,False,False,False,True,False,3.98,2025-03-24
6202,Zaragoza,San José,Alquiler,Piso,,,3.0,2.0,Buen estado,1971,5,False,True,False,False,False,5.19,2025-01-18
6203,Zaragoza,San José,Alquiler,Piso,148874.0,57.3,2.0,2.0,Reformado,1970,Ático,True,False,False,False,False,2.55,2024-11-30
6204,Zaragoza,Delicias,Alquiler,Estudio,,,1.0,2.0,Buen estado,1993,4,True,,False,False,False,4.93,2024-10-26
6205,Zaragoza,San José,Venta,Ático,118830.0,49.1,3.0,1.0,Buen estado,1977,Ático,True,True,True,False,False,2.74,2025-01-16
6206,Zaragoza,Centro,Venta,Estudio,245731.0,107.2,2.0,1.0,Obra nueva,2018,6,True,True,False,True,True,3.66,2024-11-11
6207,Zaragoza,Delicias,Alquiler,Ático,248646.0,104.6,5.0,1.0,Buen estado,1981,7,False,False,False,True,True,5.23,2025-01-24
6208,Zaragoza,La Romareda,Venta,Piso,262621.0,92.1,2.0,1.0,Reformado,1975,8,False,False,True,False,False,3.56,2024-12-20
6209,Zaragoza,La Romareda,Venta,Ático,113643.0,44.9,1.0,3.0,Obra nueva,2021,9,True,True,False,True,True,4.65,2025-02-03
6210,Zaragoza,La Romareda,Venta,Piso,151033.0,66.2,1.0,1.0,Obra nueva,2018,1,False,False,False,True,False,3.9,2024-10-10
6211,Zaragoza,La Romareda,Venta,Ático,227380.0,76.6,4.0,1.0,Obra nueva,2018,9,True,False,True,False,True,4.35,2024-10-23
6212,Zaragoza,Delicias,Alquiler,Estudio,190952.0,71.4,3.0,1.0,Reformado,1968,Bajo,False,False,True,True,True,7.36,
6213,Zaragoza,San José,Venta,Ático,198511.0,84.5,2.0,1.0,Buen estado,1967,5,True,True,False,False,,5.12,2025-03-21
6214,Zaragoza,Centro,Venta,Estudio,295011.0,89.6,1.0,1.0,Reformado,1986,6,False,False,False,False,False,4.26,2024-11-21
6215,Zaragoza,Delicias,Alquiler,Estudio,169564.0,59.1,,4.0,Buen estado,1996,2,True,False,False,,False,5.11,2024-11-16
6216,Zaragoza, Centro ,Venta,Piso,219169.0,78.6,4.0,1.0,Buen estado,2001,Ático,False,False,False,True,False,4.49,2024-12-08
6217,Zaragoza,La Romareda,Alquiler, Piso ,194330.0,87.9,1.0,3.0,Buen estado,1995,4,True,False,False,False,False,2.74,2024-11-26
6218,Zaragoza,La Romareda,Venta,Piso,247598.0,84.2,1.0,,Buen estado,1955,1,False,False,True,False,True,4.29,2024-12-18
6219,Zaragoza,Centro,Venta,Estudio,184558.0,70.3,2.0,3.0,Buen estado,1991,9,False,False,False,False,False,7.24,2025-02-20
6220,Zaragoza,Delicias,Venta,Piso,176267.0,74.4,3.0,1.0,Buen estado,1996,2,True,False,False,,True,6.8,
6221,Zaragoza,Delicias,Venta,Ático,179503.0,73.9,1.0,1.0,Buen estado,2017,4,True,False,False,False,True,4.86,2025-01-11
6222,Zaragoza,Centro,Alquiler, Estudio ,267952.0,94.1,2.0,1.0,Buen estado,1998,3,True,False,False,,False,5.45,2024-11-25
6223,Zaragoza,Centro,Alquiler,Estudio,180285.0,62.4,1.0,1.0,Reformado,1971,9,False,False,True,False,False,6.09,2025-02-05
6224,Zaragoza, Centro ,Venta,Piso,,,3.0,2.0,Buen estado,1991,3,False,True,True,False,False,3.55,2024-10-31
6225,Zaragoza,Centro,Alquiler,Piso,179374.0,59.7,4.0,1.0,Buen estado,1967,Ático,True,False,False,False,False,2.45,
6226, Zaragoza ,La Romareda,Venta,Piso,213883.0,71.0,2.0,,Buen estado,2017,2,True,False,False,False,True,7.0,
6227,Zaragoza,San José,Venta,Piso,204271.0,78.9,2.0,1.0,Buen estado,1983,5,False,False,False,False,,5.36,2024-12-13
6228,Zaragoza,San José,Venta,Piso,255402.0,86.7,3.0,1.0,Buen estado,2013,7,False,False,,True,False,4.87,2024-12-05
6229,Zaragoza,Delicias,Venta,Piso,151641.0,60.8,4.0,1.0,Buen estado,1977,7,True,True,False,False,False,,2024-11-02
6230,Zaragoza,La Romareda,Alquiler,Piso,369256.0,112.4,3.0,1.0,Buen estado,1968,Ático,True,True,True,False,False,8.61,2024-12-11
6231,Zaragoza,La Romareda,Alquiler,Piso,284493.0,126.3,2.0,1.0,Reformado,1992,9,False,False,False,True,False,4.41,2024-12-16
6232,Zaragoza,La Romareda,Venta,Piso,173015.0,78.1,2.0,1.0,Buen estado,1985,1,True,True,False,,False,5.37,2025-01-05
6233,Zaragoza,Centro,Alquiler,Piso,227160.0,87.9,2.0,1.0,Reformado,1987,3,False,False,False,True,False,5.47,2025-03-20
6234,Zaragoza,La Romareda,Venta,Piso,303941.0,115.0,,1.0, Buen estado ,2014,8,True,True,,True,False,3.74,2025-03-14
6235,Zaragoza,Delicias,Venta,Ático,273488.0,81.0,3.0,1.0,Obra nueva,2021,3,,True,False,True,True,1.55,2024-12-03
6236, Zaragoza ,Centro,Alquiler,Estudio,150009.0,56.1,4.0,1.0,Buen estado,2005,Bajo,True,False,False,True,False,7.5,2024-12-04
6237,Zaragoza,San José,Alquiler,Estudio,216513.0,102.0,2.0,1.0,Buen estado,1994,7,False,True,False,False,False,5.61,2025-01-05
6238,Zaragoza, La Romareda ,Venta,Dúplex,280509.0,89.5,2.0,1.0,Buen estado,1976,Ático,True,True,False,False,True,2.23,2024-10-31
6239, Zaragoza ,Delicias,Alquiler,Piso,173694.0,69.1,4.0,1.0,Obra nueva,2021,Ático,True,False,True,True,False,5.98,2024-11-25
6240,Zaragoza,La Romareda,Venta,Ático,126161.0,60.4,,1.0,Buen estado,1968,Ático,True,True,False,False,False,8.12,2025-03-30
6241,Zaragoza,Delicias,Venta,Piso,198826.0,84.7,3.0,1.0,Obra nueva,2020,3,True,True,False,,True,,2025-01-17
6242,Zaragoza,Delicias, Alquiler ,Piso,213469.0,89.4,1.0,1.0,Buen estado,1960,3,True,False,False,False,False,5.53,2024-11-19
6243,Zaragoza,San José,Venta,Piso,128837.0,67.0,3.0,1.0,Buen estado,1982,Bajo,,False,False,True,False,5.46,2025-03-19
6244,Zaragoza,Centro,Venta,Piso,150898.0,61.7,2.0,1.0,Reformado,1976,7,True,False,True,True,False,6.21,2025-01-18
6245,Zaragoza,La Romareda,Venta,Piso,256969.0,76.8,2.0,1.0,Buen estado,1963,Ático,False,,False,True,False,4.01,2025-02-15
6246,Zaragoza,San José,Alquiler,Piso,104591.0,71.5,8.0,1.0,Buen estado,1990,Bajo,False,True,False,False,False,5.4,2025-03-12
6247,Zaragoza,La Romareda,Venta,Dúplex,167996.0,67.5,2.0,1.0,Buen estado,1993,Bajo,True,True,False,True,False,5.54,2024-10-20
6248,Zaragoza,Centro,Alquiler,Estudio,224648.0,83.3,5.0,4.0,Buen estado,1981,2,True,True,False,True,False,5.83,2025-01-04
6249,Zaragoza,San José,Venta,Piso,207058.0,72.6,1.0,1.0,Buen estado,1976,5,True,True,False,False,True,4.17,2024-12-20
6250,Zaragoza,San José,Venta,Piso,,86.9,2.0,1.0,Buen estado,1979,8,True,False,,True,False,7.46,2025-03-26
6251,Zaragoza,Delicias,Alquiler,Estudio,201895.0,86.2,1.0,1.0,Buen estado,2006,4,True,False,False,False,False,7.16,2025-01-24
6252,Zaragoza,La Romareda,Venta,Estudio,181366.0,78.9,1.0,2.0, Obra nueva ,2020,Ático,True,True,False,False,True,4.51,2025-03-29
6253,Zaragoza,San José,Alquiler,Piso,340702.0,93.4,3.0,1.0,Reformado,1977,1,False,True,True,True,False,5.09,2025-01-02
6254,Zaragoza,Delicias,Alquiler,Estudio,331159.0,101.6,3.0,5.0,Buen estado,2001,7,False,False,False,True,False,5.34,2024-12-28
6255,Zaragoza,San José,Venta,Chalet,238275.0,93.2,3.0,2.0,Obra nueva,2022,5,False,False,False,True,,4.62,2024-11-05
6256,Zaragoza,San José,Venta,Estudio,176453.0,64.4,2.0,1.0, Buen estado ,1993,9,False,False,False,True,True,1.42,2025-01-09
6257,Zaragoza,San José,Venta,Piso,404442.0,108.9,2.0,1.0,Buen estado,1987,Ático,False,False,,False,False,7.14,2024-12-06
6258,Zaragoza,La Romareda,Venta,Piso,72599.0,61.5,4.0,1.0,Buen estado,1968,6,False,True,True,True,False,8.72,2024-12-17
6259,Zaragoza,Delicias,Venta,Piso,265153.0,79.0,3.0,3.0,Buen estado,1978,2,True,False,False,False,True,4.48,2024-11-10
6260,Zaragoza,Delicias,Venta,Piso,287911.0,118.3,1.0,2.0,Buen estado,1961,9,False,False,False,False,False,5.95,2025-03-20
6261,Zaragoza,Delicias,Alquiler,Piso,,,2.0,1.0,Buen estado,2011,3,False,True,True,True,False,4.47,2025-02-10
6262,Zaragoza,San José,Venta,Piso,212639.0,74.3,3.0,1.0,Buen estado,1977,6,False,True,True,False,True,6.28,2024-12-26
6263,Zaragoza,La Romareda,Venta,Estudio,332016.0,92.1,1.0,2.0,Buen estado,1963,8,False,True,,False,False,5.22,2024-10-28
6264,Zaragoza,La Romareda,Alquiler,Piso,341618.0,125.6,2.0,1.0,Buen estado,1971,2,True,True,True,False,,6.49,2024-11-09
6265,Zaragoza,Centro,Venta,Piso,233730.0,80.0,2.0,1.0,Buen estado,1984,2,False,False,False,True,True,,2024-12-27
6266,Zaragoza,La Romareda,Venta,Piso,259236.0,90.1,2.0,2.0,Buen estado,2020,Bajo,True,True,False,True,False,,2024-10-31
6267,Zaragoza,Delicias,Venta,Ático,212025.0,125.6,1.0,2.0,Buen estado,2005,Bajo,True,False,True,True,False,6.38,2025-02-03
6268,Zaragoza,San José, Venta ,Estudio,292064.0,105.7,2.0,1.0,Obra nueva,2019,9,True,True,True,True,True,3.82,2024-10-22
6269,Zaragoza,San José,Venta,Piso,176223.0,52.6,4.0,1.0,A reformar,1998,4,True,,False,True,False,4.82,
6270,Zaragoza,San José,Venta,Estudio,,82.5,2.0,2.0,Buen estado,1968,7,True,False,False,True,False,4.48,2025-02-15
6271,Zaragoza,La Romareda,Venta,Piso,212139.0,80.0,2.0,1.0,A reformar,1991,6,False,True,False,False,True,7.24,2025-03-13
6272,Zaragoza,Delicias,Venta,Piso,337885.0,95.4,5.0,1.0,Reformado,1996,Bajo,True,False,False,False,False,5.02,
6273, Zaragoza ,Delicias,Venta,Piso,232791.0,83.8,3.0,1.0,Buen estado,1986,Ático,False,False,False,,False,7.18,2025-01-08
6274,Zaragoza,Centro,Venta, Piso ,202387.0,71.4,1.0,1.0,Buen estado,1975,Ático,True,False,False,False,True,3.62,2025-01-26
6275,Zaragoza,La Romareda,Venta,Dúplex,274916.0,102.8,3.0,1.0,Buen estado,1986,9,True,False,False,False,False,2.5,2024-11-15
6276,Zaragoza,La Romareda,Alquiler,Dúplex,158723.0,51.6,2.0,1.0,Buen estado,1969,2,True,True,False,False,True,7.12,2025-02-10
6277,Zaragoza,La Romareda,Venta,Piso,195811.0,84.6,3.0,3.0,Obra nueva,2021,8,True,,False,True,True,4.05,2025-03-13
6278, Zaragoza ,La Romareda,Venta,Piso,228726.0,88.6,1.0,1.0,Buen estado,2009,7,True,False,True,True,True,4.27,2024-11-23
6279,Zaragoza,La Romareda,Alquiler,Estudio,316852.0,96.3,2.0,1.0,Buen estado,1997,4,True,True,False,False,False,3.72,2025-01-27
6280,Zaragoza,San José,Venta, Piso ,,,3.0,2.0,Buen estado,1985,4,True,False,False,True,False,5.2,2025-03-11
6281,Zaragoza,San José,Venta,Piso,265618.0,96.9,4.0,1.0,Buen estado,1976,8,False,False,False,,False,6.5,2025-01-18
6282,Zaragoza,La Romareda,Venta,Piso,138244.0,59.0,2.0,1.0,Obra nueva,2023,8,True,True,False,True,True,7.26,2025-04-05
6283,Zaragoza,San José,Alquiler,Estudio,318294.0,109.2,2.0,2.0,Buen estado,2017,4,False,False,False,False,True,2.55,2025-03-12
6284,Zaragoza,Delicias,Alquiler,Dúplex,204424.0,69.3,3.0,2.0,Buen estado,1981,Ático,True,False,True,True,True,3.27,2025-03-31
6285,Zaragoza,Delicias,Venta,Chalet,195949.0,67.9,2.0,2.0,Buen estado,1948,5,True,True,False,True,True,,2025-01-23
6286,Zaragoza,Centro,Venta,Piso,220704.0,61.2,1.0,1.0,Buen estado,1979,8,True,True,True,False,False,5.1,2025-02-24
6287,Zaragoza,La Romareda,Venta,Piso,,45.1,5.0,1.0,Buen estado,1963,3,True,False,True,False,False,4.69,2025-02-25
6288,Zaragoza,Centro,Venta,Piso,220835.0,74.7,2.0,2.0,Buen estado,1972,7,True,False,False,True,True,5.23,2025-01-24
6289,Zaragoza,Centro,Alquiler,Estudio,,77.6,3.0,2.0,Obra nueva,2019,7,False,True,True,True,False,4.3,2025-02-12
6290, Zaragoza ,La Romareda,Venta,Estudio,210907.0,80.4,4.0,1.0,Obra nueva,2018,Ático,True,True,False,True,,5.43,2024-11-18
6291,Zaragoza,La Romareda,Alquiler,Piso,179364.0,90.3,2.0,1.0,Buen estado,1996,1,True,False,False,True,False,5.39,2025-02-14
6292,Zaragoza,Delicias,Venta,Piso,,97.5,1.0,4.0,Buen estado,1982,9,True,False,False,True,False,5.5,2024-11-03
6293,Zaragoza,Delicias,Venta,Piso,,,3.0,3.0,Buen estado,1953,6,False,False,False,False,False,4.98,2025-03-21
6294,Zaragoza,La Romareda,Venta, Piso ,160758.0,59.0,4.0,1.0,Buen estado,1987,8,True,False,False,False,True,6.96,2024-11-23
6295,Zaragoza,Centro,Venta,Piso,171251.0,61.8,2.0,2.0,Buen estado,1967,8,True,False,True,False,,6.84,2025-03-10
6296,Zaragoza, San José ,Venta,Piso,253550.0,97.6,5.0,1.0,Buen estado,1961,9,True,True,False,False,True,5.04,2025-01-06
